children,0.208981996,0
hold your heart,0.208750912,0
this to your,0.208351384,0
for a lifetime,0.207571733,0
repost if,0.205367209,0
status for,0.204971376,0
beautiful daughter,0.20297038,0
but will hold,0.202236642,0
if you agree,0.201749299,0
prayers,0.20069816,0
repost if you,0.197662816,0
families,0.196421076,0
"little while ,",0.196049442,0
blessing,0.195849641,0
son's,0.19528398,0
who makes your,0.194472915,0
if you have,0.192525986,0
you agree,0.191909175,0
a conscious decision,0.191586574,0
conscious decision,0.191235899,0
prayer for,0.190297037,0
a conscious,0.189522637,0
to your status,0.189302044,0
. copy and,0.188642571,0
"while , but",0.187925533,0
settings,0.187393713,0
this on your,0.18736532,0
a wonderful,0.186546485,0
my husband,0.186087028,0
please copy and,0.186015693,0
glad to count,0.185884216,0
on your status,0.185646977,0
have a great,0.185596253,0
count you as,0.184434924,0
to count you,0.184430259,0
life worth living,0.184291627,0
count you,0.184004425,0
not only glad,0.183770358,0
only glad,0.183686556,0
wonderful,0.183662977,0
actually pays,0.183604025,0
only glad to,0.183539113,0
day to all,0.183405591,0
say a prayer,0.182839057,0
copy &,0.182819958,0
am not only,0.182742994,0
kids,0.182689784,0
makes your,0.182100344,0
re-post if,0.181720561,0
repost this,0.181603135,0
actually pays attention,0.18098145,0
attention . copy,0.180922002,0
of a conscious,0.180777628,0
. i am,0.180639498,0
you as friends,0.180560265,0
you know someone,0.180078435,0
re-post this,0.179718169,0
conscious decision .,0.179493379,0
pays attention,0.178484547,0
a prayer for,0.178422976,0
pays attention .,0.178225761,0
decision . i,0.177843505,0
a cure,0.17778615,0
blessings,0.17776845,0
result of a,0.17770772,0
hand for a,0.177311908,0
re-post if you,0.177110006,0
. repost if,0.177061529,0
facebook friends,0.176948704,0
